meta player id=0 name="Player\" Test"
meta player id=1 name="Player"
meta player id=3 name="Player"
meta player id=4 name="Player"
meta player id=5 name="Player"
meta player id=6 name="Player"
meta player id=7 name="Player"
meta player id=8 name="Player"
meta player id=9 name="Player"
meta player id=10 name="Player"
meta player id=11 name="Player"
meta player id=12 name="Player"
meta player id=13 name="Player"
meta player id=14 name="Player"
meta player id=15 name="Player"
meta player id=16 name="Player"
meta player id=17 name="Player"
meta player id=18 name="Player"
meta keys c=cities T=tank_kd g=gold B=bonus t=tank_kills i=income b=bounty d=deaths a=ss_deaths S=ss_kd K=kd n=denies s=ss_kills G=gold_earned k=kills A=tank_deaths
player 15 i=25 c=21 g=90 G=213 b=27 B=0 n=0 k=108 d=75 K=1.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=24 c=20 g=27 G=223 b=36 B=0 n=0 k=145 d=160 K=0.91 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=14 c=10 g=33 G=116 b=6 B=0 n=0 k=25 d=19 K=1.32 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 12 i=14 c=10 g=50 G=117 b=7 B=0 n=0 k=31 d=20 K=1.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=10 c=10 g=14 G=204 b=47 B=0 n=0 k=191 d=203 K=0.94 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=10 c=6 g=10 G=100 b=26 B=0 n=0 k=104 d=57 K=1.82 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=1 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=2 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=11
player 13 i=52 c=50 g=53 G=420 b=61 B=11 n=1 k=246 d=225 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 0 i=36 c=42 g=37 G=422 b=90 B=11 n=0 k=360 d=239 K=1.51 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=34 c=32 g=59 G=283 b=19 B=0 n=0 k=79 d=28 K=2.82 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 15 i=25 c=22 g=25 G=238 b=27 B=0 n=0 k=110 d=75 K=1.47 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=24 c=20 g=53 G=249 b=38 B=0 n=0 k=154 d=161 K=0.96 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=23 c=21 g=51 G=464 b=88 B=11 n=0 k=355 d=431 K=0.82 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=18 c=16 g=54 G=140 b=12 B=0 n=0 k=50 d=21 K=2.38 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 12 i=14 c=10 g=64 G=131 b=7 B=0 n=0 k=31 d=20 K=1.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=10 c=12 g=12 G=117 b=33 B=0 n=0 k=133 d=60 K=2.22 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=6 c=5 g=6 G=229 b=55 B=11 n=0 k=223 d=236 K=0.94 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=12
player 13 i=57 c=53 g=120 G=489 b=73 B=11 n=1 k=294 d=248 K=1.19 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 0 i=43 c=41 g=74 G=469 b=94 B=11 n=0 k=377 d=263 K=1.43 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 15 i=28 c=26 g=51 G=270 b=31 B=0 n=0 k=125 d=84 K=1.49 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=27 c=24 g=81 G=494 b=91 B=11 n=0 k=366 d=435 K=0.84 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=27 c=23 g=84 G=280 b=42 B=0 n=0 k=171 d=169 K=1.01 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=17 c=14 g=17 G=160 b=15 B=0 n=0 k=63 d=43 K=1.47 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 12 i=14 c=12 g=21 G=151 b=13 B=0 n=0 k=52 d=32 K=1.62 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=9 c=7 g=17 G=126 b=33 B=0 n=0 k=134 d=67 K=2.00 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=1 c=28 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=13
player 13 i=57 c=53 g=171 G=546 b=73 B=11 n=1 k=294 d=250 K=1.18 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 0 i=35 c=41 g=61 G=508 b=98 B=11 n=0 k=392 d=274 K=1.43 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 15 i=33 c=34 g=98 G=352 b=69 B=11 n=0 k=276 d=116 K=2.38 s=45 a=0 S=45.00 t=0 A=0 T=0.00
player 14 i=30 c=28 g=113 G=526 b=93 B=11 n=0 k=373 d=439 K=0.85 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=27 c=23 g=112 G=308 b=43 B=0 n=0 k=173 d=169 K=1.02 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 12 i=17 c=14 g=22 G=181 b=26 B=0 n=0 k=106 d=60 K=1.77 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=13 c=10 g=15 G=183 b=25 B=0 n=0 k=102 d=101 K=1.01 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=10 c=6 g=10 G=136 b=33 B=0 n=0 k=135 d=77 K=1.75 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=1 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=19 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=14
player 13 i=57 c=53 g=218 G=603 b=73 B=11 n=1 k=294 d=252 K=1.17 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 15 i=46 c=42 g=98 G=407 b=78 B=11 n=0 k=315 d=123 K=2.56 s=45 a=0 S=45.00 t=0 A=0 T=0.00
player 0 i=37 c=43 g=91 G=560 b=101 B=23 n=0 k=407 d=282 K=1.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=27 c=23 g=137 G=335 b=43 B=0 n=0 k=175 d=169 K=1.04 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=26 c=25 g=70 G=554 b=95 B=11 n=0 k=380 d=454 K=0.84 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 12 i=19 c=17 g=27 G=204 b=30 B=0 n=0 k=122 d=62 K=1.97 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=15 c=11 g=23 G=204 b=31 B=0 n=0 k=124 d=121 K=1.02 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=10 c=6 g=10 G=146 b=33 B=0 n=0 k=135 d=77 K=1.75 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=1 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=8 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=15
player 13 i=59 c=55 g=218 G=666 b=77 B=11 n=1 k=311 d=258 K=1.21 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 15 i=46 c=44 g=136 G=461 b=86 B=11 n=0 k=346 d=134 K=2.58 s=45 a=0 S=45.00 t=0 A=0 T=0.00
player 0 i=45 c=47 g=57 G=617 b=113 B=23 n=0 k=452 d=333 K=1.36 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=27 c=23 g=165 G=363 b=44 B=0 n=0 k=177 d=169 K=1.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 12 i=21 c=18 g=22 G=230 b=35 B=0 n=0 k=141 d=98 K=1.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=13 c=11 g=15 G=226 b=40 B=0 n=0 k=160 d=141 K=1.13 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=12 c=18 g=55 G=589 b=106 B=23 n=0 k=426 d=499 K=0.85 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=10 c=7 g=16 G=157 b=34 B=0 n=0 k=136 d=77 K=1.77 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=1 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=5 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=16
player 13 i=59 c=55 g=76 G=726 b=78 B=11 n=1 k=312 d=258 K=1.21 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 15 i=49 c=45 g=191 G=522 b=98 B=11 n=0 k=395 d=148 K=2.67 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 0 i=44 c=43 g=67 G=676 b=128 B=23 n=0 k=512 d=400 K=1.28 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=27 c=26 g=193 G=391 b=45 B=0 n=0 k=180 d=171 K=1.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 12 i=23 c=19 g=35 G=261 b=43 B=0 n=0 k=174 d=110 K=1.58 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=15 c=12 g=15 G=245 b=44 B=0 n=0 k=178 d=176 K=1.01 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=15 c=11 g=29 G=173 b=35 B=0 n=0 k=141 d=77 K=1.83 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=12 c=15 g=39 G=616 b=121 B=23 n=0 k=484 d=557 K=0.87 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=1 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=2 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=17
player 13 i=61 c=59 g=62 G=790 b=81 B=11 n=1 k=325 d=265 K=1.23 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 15 i=49 c=45 g=150 G=571 b=98 B=11 n=0 k=395 d=148 K=2.67 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 0 i=38 c=38 g=78 G=757 b=158 B=36 n=0 k=635 d=460 K=1.38 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=29 c=28 g=217 G=421 b=46 B=0 n=0 k=186 d=182 K=1.02 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 12 i=23 c=21 g=41 G=287 b=46 B=0 n=0 k=184 d=120 K=1.53 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=15 c=11 g=44 G=188 b=35 B=0 n=0 k=141 d=77 K=1.83 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=12 c=10 g=23 G=260 b=47 B=0 n=0 k=188 d=186 K=1.01 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=10 c=14 g=12 G=640 b=135 B=23 n=0 k=541 d=678 K=0.80 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=1 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=2 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=18
player 13 i=63 c=59 g=121 G=854 b=82 B=11 n=1 k=331 d=300 K=1.10 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 15 i=49 c=46 g=203 G=634 b=100 B=23 n=0 k=402 d=154 K=2.61 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 0 i=44 c=41 g=128 G=816 b=173 B=36 n=0 k=694 d=479 K=1.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 12 i=31 c=28 g=60 G=341 b=58 B=11 n=0 k=233 d=137 K=1.70 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=29 c=28 g=247 G=451 b=47 B=0 n=0 k=190 d=187 K=1.02 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=15 c=11 g=59 G=203 b=35 B=0 n=0 k=141 d=77 K=1.83 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=8 c=11 g=22 G=650 b=137 B=23 n=0 k=549 d=690 K=0.80 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=1 c=4 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=19
player 13 i=67 c=67 g=67 G=926 b=87 B=11 n=1 k=351 d=307 K=1.14 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 15 i=49 c=45 g=253 G=684 b=101 B=23 n=0 k=405 d=158 K=2.56 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 0 i=44 c=41 g=144 G=901 b=200 B=50 n=0 k=802 d=505 K=1.59 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 12 i=35 c=31 g=96 G=377 b=59 B=11 n=0 k=239 d=141 K=1.70 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=29 c=27 g=287 G=494 b=50 B=11 n=0 k=200 d=188 K=1.06 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=17 c=13 g=75 G=221 b=36 B=0 n=0 k=144 d=77 K=1.87 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=4 c=4 g=4 G=660 b=143 B=23 n=0 k=574 d=734 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=20
player 13 i=66 c=62 g=67 G=1019 b=102 B=23 n=1 k=411 d=346 K=1.19 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 15 i=58 c=54 g=312 G=746 b=105 B=23 n=0 k=423 d=161 K=2.63 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 0 i=42 c=41 g=50 G=962 b=219 B=50 n=0 k=877 d=580 K=1.51 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 12 i=35 c=32 g=117 G=413 b=60 B=11 n=0 k=240 d=141 K=1.70 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 9 i=29 c=25 g=317 G=524 b=51 B=11 n=0 k=206 d=191 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=15 c=12 g=90 G=236 b=36 B=0 n=0 k=144 d=78 K=1.85 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=4 c=2 g=8 G=668 b=147 B=23 n=0 k=591 d=790 K=0.75 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 5 i=0 c=2 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=21
player 13 i=70 c=68 g=74 G=1107 b=120 B=23 n=1 k=480 d=427 K=1.12 s=0 a=0 S=0.00 t=0 A=0 T=0.00
